"","neighbourhood_group","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365","sentiment_score","new_factor"
"962","Brooklyn",40.68586,-73.9501,"Private room",60,30,41,0.65,8,245,0.944911182523068,"Private room:Brooklyn"
"963","Brooklyn",40.71603,-73.95665,"Private room",120,2,143,4.14,1,102,0.0377964473009227,"Private room:Brooklyn"
"964","Manhattan",40.82446,-73.95274,"Private room",700,28,4,0.05,1,22,0.5,"Private room:Manhattan"
"965","Manhattan",40.7641,-73.98803,"Entire home/apt",165,3,25,0.3,1,0,0.408248290463863,"Entire home/apt:Manhattan"
"966","Manhattan",40.79785,-73.97202,"Entire home/apt",165,4,4,0.05,1,0,0.566946709513841,"Entire home/apt:Manhattan"
"967","Queens",40.76961,-73.90451,"Entire home/apt",54,45,198,2.33,1,80,0.636396103067893,"Entire home/apt:Queens"
"968","Manhattan",40.73047,-73.98229,"Entire home/apt",100,5,6,0.07,1,0,0.306186217847897,"Entire home/apt:Manhattan"
"969","Brooklyn",40.6772,-73.9506,"Private room",80,7,10,0.48,1,365,0.0755928946018454,"Private room:Brooklyn"
"970","Manhattan",40.71328,-73.99315,"Private room",96,19,30,0.36,1,165,1.20533008588991,"Private room:Manhattan"
"971","Brooklyn",40.66732,-73.98233,"Entire home/apt",159,2,4,0.08,1,0,0.375,"Entire home/apt:Brooklyn"
"972","Brooklyn",40.66488,-73.98079,"Private room",50,2,201,2.42,1,54,0.693181073024935,"Private room:Brooklyn"
"973","Manhattan",40.78837,-73.94628,"Private room",75,2,51,0.61,1,77,0.376889180722205,"Private room:Manhattan"
"974","Queens",40.59783,-73.80158,"Entire home/apt",92,1,55,0.66,1,8,0.102062072615966,"Entire home/apt:Queens"
"975","Brooklyn",40.72437,-73.94847,"Private room",75,5,1,0.13,1,0,0,"Private room:Brooklyn"
"976","Brooklyn",40.67859,-73.99444,"Entire home/apt",115,4,61,0.72,1,15,0.335410196624968,"Entire home/apt:Brooklyn"
"977","Manhattan",40.72304,-73.97923,"Entire home/apt",120,60,5,0.06,1,0,0.408248290463863,"Entire home/apt:Manhattan"
"978","Brooklyn",40.6806,-73.96317,"Entire home/apt",195,2,160,1.95,1,255,0.827345151674922,"Entire home/apt:Brooklyn"
"979","Brooklyn",40.71099,-73.95217,"Private room",48,5,1,0.02,1,0,0.544268841133287,"Private room:Brooklyn"
"980","Manhattan",40.73041,-74.00326,"Entire home/apt",200,7,34,0.41,1,217,0.670820393249937,"Entire home/apt:Manhattan"
"981","Brooklyn",40.7197,-73.95741,"Entire home/apt",275,30,6,0.07,1,363,0.223606797749979,"Entire home/apt:Brooklyn"
"982","Manhattan",40.80797,-73.9489,"Private room",75,5,46,0.6,1,343,0,"Private room:Manhattan"
"983","Manhattan",40.72466,-73.99632,"Private room",125,1,132,1.75,1,365,0.777817459305202,"Private room:Manhattan"
"984","Manhattan",40.71552,-74.00749,"Private room",229,1,62,0.73,1,36,0.335410196624968,"Private room:Manhattan"
"985","Brooklyn",40.6877,-73.95824,"Entire home/apt",140,3,16,0.27,1,0,0.530330085889911,"Entire home/apt:Brooklyn"
"986","Brooklyn",40.69079,-73.95809,"Private room",54,2,19,0.23,1,220,0.375,"Private room:Brooklyn"
"987","Queens",40.70001,-73.90698,"Entire home/apt",75,2,17,0.2,1,0,0.223606797749979,"Entire home/apt:Queens"
"988","Manhattan",40.77247,-73.94665,"Entire home/apt",110,7,12,0.14,1,0,0.408248290463863,"Entire home/apt:Manhattan"
"989","Manhattan",40.75128,-73.97658,"Entire home/apt",165,1,321,3.93,1,185,0,"Entire home/apt:Manhattan"
"990","Manhattan",40.86284,-73.91955,"Private room",55,4,142,1.68,2,179,-0.163299316185545,"Private room:Manhattan"
"991","Manhattan",40.8347,-73.94857,"Private room",60,30,36,0.44,1,365,0.288675134594813,"Private room:Manhattan"
"992","Brooklyn",40.69082,-73.99281,"Entire home/apt",129,1,109,1.51,1,261,0.559016994374947,"Entire home/apt:Brooklyn"
"993","Queens",40.74124,-73.92273,"Private room",100,3,28,0.38,1,188,0.428660704987056,"Private room:Queens"
"994","Brooklyn",40.67465,-73.97975,"Entire home/apt",120,4,14,0.16,1,0,0.335410196624968,"Entire home/apt:Brooklyn"
"995","Brooklyn",40.72203,-73.95376,"Entire home/apt",500,2,250,2.99,1,307,0.402492235949962,"Entire home/apt:Brooklyn"
"996","Manhattan",40.7839,-73.97897,"Entire home/apt",179,4,12,0.25,1,11,0.13228756555323,"Entire home/apt:Manhattan"
"997","Brooklyn",40.70397,-73.95536,"Entire home/apt",180,14,27,0.36,1,312,0.71443450831176,"Entire home/apt:Brooklyn"
"998","Brooklyn",40.68084,-73.97429,"Private room",100,2,73,0.89,3,257,0.176776695296637,"Private room:Brooklyn"
"999","Brooklyn",40.68379,-73.98313,"Entire home/apt",180,3,2,0.05,1,0,0.188982236504614,"Entire home/apt:Brooklyn"
"1000","Brooklyn",40.72188,-73.94963,"Entire home/apt",128,5,38,0.45,1,20,0.223606797749979,"Entire home/apt:Brooklyn"
"1001","Brooklyn",40.67963,-73.97237,"Entire home/apt",260,14,5,0.07,1,0,0.514295634824952,"Entire home/apt:Brooklyn"
"1002","Brooklyn",40.6686,-73.98342,"Private room",65,3,31,0.5,1,22,0.447213595499958,"Private room:Brooklyn"
"1003","Manhattan",40.76985,-73.95815,"Entire home/apt",200,2,17,0.21,1,0,0.408248290463863,"Entire home/apt:Manhattan"
"1004","Manhattan",40.76257,-73.99303,"Entire home/apt",249,3,35,0.42,1,38,0.347850542618522,"Entire home/apt:Manhattan"
"1005","Brooklyn",40.68466,-73.98871,"Entire home/apt",300,30,63,0.77,3,365,0.0447213595499958,"Entire home/apt:Brooklyn"
"1006","Queens",40.73587,-73.88279,"Entire home/apt",99,3,48,0.58,2,301,0.9,"Entire home/apt:Queens"
"1007","Brooklyn",40.67376,-73.99648,"Entire home/apt",198,2,103,1.62,1,299,0,"Entire home/apt:Brooklyn"
"1008","Manhattan",40.7256,-73.97857,"Entire home/apt",199,3,243,2.95,1,142,0,"Entire home/apt:Manhattan"
"1009","Manhattan",40.79196,-73.97065,"Private room",125,3,93,1.17,1,58,0.244948974278318,"Private room:Manhattan"
"1010","Manhattan",40.71655,-74.01171,"Entire home/apt",130,30,2,0.03,52,116,0.375,"Entire home/apt:Manhattan"
"1011","Brooklyn",40.68375,-73.87065,"Private room",35,28,88,1.05,4,326,0,"Private room:Brooklyn"
"1012","Brooklyn",40.70958,-73.93578,"Entire home/apt",90,30,15,0.18,1,0,0.353553390593274,"Entire home/apt:Brooklyn"
"1013","Brooklyn",40.72091,-73.96133,"Entire home/apt",250,3,25,0.3,2,188,0.25,"Entire home/apt:Brooklyn"
"1014","Brooklyn",40.68066,-73.96644,"Entire home/apt",200,4,11,0.13,1,0,0,"Entire home/apt:Brooklyn"
"1015","Brooklyn",40.68372,-73.9406,"Private room",65,3,5,0.06,2,341,0.5,"Private room:Brooklyn"
"1016","Manhattan",40.76876,-73.99473,"Private room",90,2,28,0.34,1,358,0,"Private room:Manhattan"
"1017","Manhattan",40.74285,-73.97986,"Entire home/apt",50,30,8,0.11,1,91,0.530330085889911,"Entire home/apt:Manhattan"
"1018","Manhattan",40.80352,-73.95127,"Entire home/apt",136,2,15,0.18,2,6,0.353553390593274,"Entire home/apt:Manhattan"
"1019","Brooklyn",40.71455,-73.93739,"Entire home/apt",400,3,2,0.17,1,83,0,"Entire home/apt:Brooklyn"
"1020","Brooklyn",40.65826,-73.95951,"Entire home/apt",125,4,40,0.57,1,29,0.226778683805536,"Entire home/apt:Brooklyn"
"1021","Manhattan",40.80338,-73.95594,"Entire home/apt",105,14,6,0.07,1,0,0.288675134594813,"Entire home/apt:Manhattan"
"1022","Manhattan",40.7592,-73.99133,"Entire home/apt",148,4,57,0.69,1,0,0.357770876399966,"Entire home/apt:Manhattan"
"1023","Brooklyn",40.68935,-73.9695,"Entire home/apt",120,3,22,0.27,1,189,0.204124145231932,"Entire home/apt:Brooklyn"
"1024","Manhattan",40.77975,-73.94977,"Private room",80,1,160,1.9,1,319,0.346410161513775,"Private room:Manhattan"
"1025","Brooklyn",40.68517,-73.95563,"Entire home/apt",119,2,85,1.02,1,338,0,"Entire home/apt:Brooklyn"
"1026","Manhattan",40.72625,-74.0018,"Shared room",195,2,13,0.16,1,0,0.226778683805536,"Shared room:Manhattan"
"1027","Manhattan",40.77428,-73.98594,"Entire home/apt",1000,30,44,0.53,11,364,0.204124145231932,"Entire home/apt:Manhattan"
"1028","Manhattan",40.72812,-74.00191,"Entire home/apt",225,4,51,0.62,1,172,0,"Entire home/apt:Manhattan"
"1029","Brooklyn",40.71657,-73.96264,"Entire home/apt",165,2,179,2.2,1,0,0.0447213595499958,"Entire home/apt:Brooklyn"
"1030","Manhattan",40.73485,-74.00637,"Entire home/apt",165,5,4,0.05,1,87,0.939148550549912,"Entire home/apt:Manhattan"
"1031","Queens",40.73607,-73.92439,"Private room",52,3,1,0.08,1,0,0,"Private room:Queens"
"1032","Manhattan",40.72095,-73.99401,"Entire home/apt",160,4,2,0.02,1,0,0.306186217847897,"Entire home/apt:Manhattan"
"1033","Brooklyn",40.67639,-73.96003,"Entire home/apt",110,5,3,0.04,1,15,0.102062072615966,"Entire home/apt:Brooklyn"
"1034","Staten Island",40.50868,-74.23986,"Entire home/apt",299,3,59,0.82,1,245,0.265165042944955,"Entire home/apt:Staten Island"
"1035","Manhattan",40.72389,-73.98934,"Entire home/apt",200,6,1,0.16,1,128,0,"Entire home/apt:Manhattan"
"1036","Brooklyn",40.68648,-73.99257,"Private room",120,3,254,3.05,1,271,0,"Private room:Brooklyn"
"1037","Manhattan",40.79512,-73.93182,"Private room",65,2,129,1.56,2,32,0.447213595499958,"Private room:Manhattan"
"1038","Manhattan",40.76206,-73.9998,"Entire home/apt",263,30,11,0.13,2,33,-0.433012701892219,"Entire home/apt:Manhattan"
"1039","Brooklyn",40.69382,-73.95002,"Entire home/apt",120,20,32,0.68,1,149,0,"Entire home/apt:Brooklyn"
"1040","Brooklyn",40.71827,-73.96259,"Private room",350,2,3,0.04,1,365,0,"Private room:Brooklyn"
"1041","Manhattan",40.76376,-73.99161,"Private room",140,2,248,2.99,1,0,0,"Private room:Manhattan"
"1042","Queens",40.75703,-73.91666,"Private room",61,4,107,1.29,2,335,0.585844933164302,"Private room:Queens"
"1043","Manhattan",40.74648,-73.98459,"Private room",100,3,41,0.52,1,0,0.8,"Private room:Manhattan"
"1044","Manhattan",40.72294,-73.99388,"Entire home/apt",250,4,43,0.52,1,347,0.204124145231932,"Entire home/apt:Manhattan"
"1045","Brooklyn",40.6951,-73.95605,"Shared room",45,4,31,0.37,1,0,0.0377964473009227,"Shared room:Brooklyn"
"1046","Brooklyn",40.71256,-73.96626,"Private room",73,6,6,0.07,2,310,0,"Private room:Brooklyn"
"1047","Brooklyn",40.6795,-73.9685,"Entire home/apt",150,3,18,0.26,1,68,0.670820393249937,"Entire home/apt:Brooklyn"
"1048","Manhattan",40.7256,-73.99445,"Entire home/apt",234,20,29,0.37,1,302,0.566946709513841,"Entire home/apt:Manhattan"
"1049","Manhattan",40.737,-73.98199,"Private room",65,4,161,1.92,1,182,0.559016994374947,"Private room:Manhattan"
"1050","Brooklyn",40.71227,-73.96776,"Entire home/apt",195,1,39,0.47,1,270,0.204124145231932,"Entire home/apt:Brooklyn"
"1051","Brooklyn",40.67189,-73.93499,"Entire home/apt",90,7,2,0.03,1,0,0,"Entire home/apt:Brooklyn"
"1052","Manhattan",40.72381,-73.99684,"Entire home/apt",595,5,59,0.77,1,169,0.742462120245875,"Entire home/apt:Manhattan"
"1053","Manhattan",40.73337,-73.984,"Private room",109,1,323,3.89,1,276,0.670820393249937,"Private room:Manhattan"
"1054","Brooklyn",40.68304,-73.96348,"Entire home/apt",200,3,56,0.96,1,365,0,"Entire home/apt:Brooklyn"
"1055","Manhattan",40.75743,-73.96939,"Entire home/apt",90,30,3,0.05,52,358,0.408248290463863,"Entire home/apt:Manhattan"
"1056","Manhattan",40.7419,-73.9816,"Entire home/apt",100,30,2,0.04,52,342,0.28347335475692,"Entire home/apt:Manhattan"
"1057","Manhattan",40.74189,-73.97833,"Entire home/apt",87,30,3,0.05,52,363,0,"Entire home/apt:Manhattan"
"1058","Manhattan",40.76934,-73.98464,"Entire home/apt",95,30,1,0.01,52,365,0,"Entire home/apt:Manhattan"
"1059","Manhattan",40.71695,-73.99031,"Entire home/apt",149,4,12,0.14,1,203,0.188982236504614,"Entire home/apt:Manhattan"
"1060","Brooklyn",40.67574,-73.95434,"Entire home/apt",60,3,1,0.01,1,0,0.306186217847897,"Entire home/apt:Brooklyn"
"1061","Brooklyn",40.64573,-73.98013,"Private room",72,1,48,0.59,1,312,0.782623792124926,"Private room:Brooklyn"
"1062","Brooklyn",40.68863,-74.00181,"Entire home/apt",200,3,15,0.18,1,0,0.204124145231932,"Entire home/apt:Brooklyn"
"1063","Manhattan",40.7779,-73.95246,"Private room",79,1,347,4.24,2,247,0.0447213595499958,"Private room:Manhattan"
"1064","Brooklyn",40.6883,-73.95375,"Entire home/apt",75,3,163,1.96,2,218,0.424264068711928,"Entire home/apt:Brooklyn"
"1065","Manhattan",40.73354,-73.98593,"Entire home/apt",127,3,182,2.3,1,264,0.3,"Entire home/apt:Manhattan"
"1066","Manhattan",40.8014,-73.94361,"Private room",110,1,37,0.45,1,365,0.306186217847897,"Private room:Manhattan"
"1067","Brooklyn",40.70653,-73.94421,"Private room",100,60,3,0.04,1,365,0.612372435695795,"Private room:Brooklyn"
"1068","Manhattan",40.76287,-73.9957,"Entire home/apt",99,3,46,0.56,1,31,0.204124145231932,"Entire home/apt:Manhattan"
"1069","Brooklyn",40.70249,-73.9488,"Entire home/apt",139,2,211,2.57,1,19,0.559016994374947,"Entire home/apt:Brooklyn"
"1070","Manhattan",40.78754,-73.96989,"Private room",113,1,93,1.12,1,2,0.408248290463863,"Private room:Manhattan"
"1071","Manhattan",40.741,-73.99957,"Entire home/apt",250,2,10,0.13,1,0,0.204124145231932,"Entire home/apt:Manhattan"
"1072","Manhattan",40.77516,-73.98573,"Entire home/apt",2000,30,59,0.71,11,364,0.163299316185545,"Entire home/apt:Manhattan"
"1073","Manhattan",40.7589,-73.99015,"Entire home/apt",220,2,18,0.24,1,0,-0.111803398874989,"Entire home/apt:Manhattan"
"1074","Manhattan",40.72771,-73.98172,"Private room",75,5,6,0.07,1,0,0.375,"Private room:Manhattan"
"1075","Brooklyn",40.71157,-73.9636,"Entire home/apt",100,31,15,0.18,1,223,0.449073119510249,"Entire home/apt:Brooklyn"
"1076","Brooklyn",40.71112,-73.96338,"Entire home/apt",199,4,78,1.26,1,65,0.25,"Entire home/apt:Brooklyn"
"1077","Manhattan",40.74272,-74.00309,"Entire home/apt",200,3,17,0.21,1,5,0.204124145231932,"Entire home/apt:Manhattan"
"1078","Brooklyn",40.64895,-73.95758,"Entire home/apt",140,4,15,0.18,1,365,0,"Entire home/apt:Brooklyn"
"1079","Manhattan",40.86186,-73.92701,"Private room",50,7,1,0.02,1,0,0.661437827766148,"Private room:Manhattan"
"1080","Brooklyn",40.68888,-73.91911,"Private room",45,5,69,0.89,3,223,0.782623792124926,"Private room:Brooklyn"
"1081","Brooklyn",40.67947,-73.98458,"Entire home/apt",109,31,114,1.38,2,110,0.176776695296637,"Entire home/apt:Brooklyn"
"1082","Manhattan",40.79591,-73.94801,"Private room",108,3,161,1.98,2,24,0.3,"Private room:Manhattan"
"1083","Brooklyn",40.68796,-73.91906,"Private room",42,5,70,0.88,3,236,-0.111803398874989,"Private room:Brooklyn"
"1084","Manhattan",40.77382,-73.95088,"Entire home/apt",141,2,46,0.57,1,346,0.559016994374947,"Entire home/apt:Manhattan"
"1085","Brooklyn",40.68418,-73.96926,"Entire home/apt",355,5,19,0.24,1,301,0.5,"Entire home/apt:Brooklyn"
"1086","Brooklyn",40.68773,-73.95631,"Entire home/apt",80,3,162,1.97,2,249,0.603738353924943,"Entire home/apt:Brooklyn"
"1087","Brooklyn",40.62764,-73.90086,"Private room",250,2,70,0.85,3,0,0.491934955049954,"Private room:Brooklyn"
"1088","Manhattan",40.74166,-73.97811,"Private room",65,5,39,0.55,1,318,0.0357770876399966,"Private room:Manhattan"
"1089","Queens",40.77987,-73.91565,"Entire home/apt",75,3,1,0.01,1,0,0.447213595499958,"Entire home/apt:Queens"
"1090","Queens",40.77329,-73.92832,"Private room",100,2,35,0.42,1,144,0.25,"Private room:Queens"
"1091","Manhattan",40.7195,-73.99416,"Private room",167,5,32,0.39,1,341,0,"Private room:Manhattan"
"1092","Queens",40.70866,-73.91537,"Private room",65,2,1,0.05,2,0,0,"Private room:Queens"
"1093","Manhattan",40.80829,-73.9426,"Entire home/apt",125,21,12,0.15,2,267,0.367423461417477,"Entire home/apt:Manhattan"
"1094","Staten Island",40.62879,-74.16062,"Private room",54,2,48,0.59,1,232,0,"Private room:Staten Island"
"1095","Manhattan",40.79417,-73.95101,"Private room",92,3,218,2.63,2,12,0.223606797749979,"Private room:Manhattan"
"1096","Manhattan",40.73477,-74.00275,"Entire home/apt",179,14,37,0.46,1,284,0.335410196624968,"Entire home/apt:Manhattan"
"1097","Manhattan",40.80314,-73.95768,"Private room",55,3,66,0.8,2,13,0.441941738241592,"Private room:Manhattan"
"1098","Manhattan",40.74888,-73.97828,"Entire home/apt",129,30,43,0.67,6,256,0.204124145231932,"Entire home/apt:Manhattan"
"1099","Manhattan",40.74851,-73.97796,"Entire home/apt",134,30,9,0.11,6,313,0.204124145231932,"Entire home/apt:Manhattan"
"1100","Brooklyn",40.67635,-73.89124,"Private room",35,3,13,0.16,1,2,0.5,"Private room:Brooklyn"
"1101","Manhattan",40.78002,-73.95211,"Private room",250,1,60,0.93,1,148,0,"Private room:Manhattan"
"1102","Queens",40.75772,-73.8953,"Private room",62,1,296,3.92,2,234,0.447213595499958,"Private room:Queens"
"1103","Manhattan",40.80373,-73.9679,"Private room",119,1,96,1.16,1,0,0.244948974278318,"Private room:Manhattan"
"1104","Brooklyn",40.66481,-73.98367,"Entire home/apt",179,2,77,0.97,1,0,0,"Entire home/apt:Brooklyn"
"1105","Brooklyn",40.68757,-73.97469,"Entire home/apt",220,1,115,1.4,2,96,1.06809799800081,"Entire home/apt:Brooklyn"
"1106","Brooklyn",40.7056,-73.94202,"Entire home/apt",198,1,294,3.59,1,233,0.3,"Entire home/apt:Brooklyn"
"1107","Brooklyn",40.71407,-73.95336,"Entire home/apt",199,7,4,0.09,1,0,-0.111803398874989,"Entire home/apt:Brooklyn"
"1108","Brooklyn",40.68305,-73.97853,"Entire home/apt",550,4,173,2.12,1,258,0.0883883476483184,"Entire home/apt:Brooklyn"
"1109","Brooklyn",40.68161,-73.90796,"Private room",60,2,295,3.56,2,210,0,"Private room:Brooklyn"
"1110","Brooklyn",40.70234,-73.91849,"Private room",84,2,138,1.69,1,225,0.670820393249937,"Private room:Brooklyn"
"1111","Manhattan",40.77563,-73.98065,"Entire home/apt",165,30,27,0.34,1,128,0.5,"Entire home/apt:Manhattan"
"1112","Manhattan",40.72866,-73.98048,"Entire home/apt",105,30,96,1.17,1,295,0.357770876399966,"Entire home/apt:Manhattan"
"1113","Brooklyn",40.69096,-73.97241,"Entire home/apt",134,2,119,1.46,1,0,0.178885438199983,"Entire home/apt:Brooklyn"
"1114","Brooklyn",40.69114,-73.94601,"Private room",68,5,8,0.1,1,281,0.827345151674922,"Private room:Brooklyn"
"1115","Brooklyn",40.67406,-73.97697,"Entire home/apt",150,5,1,0.02,1,27,0,"Entire home/apt:Brooklyn"
"1116","Manhattan",40.77392,-73.97852,"Entire home/apt",100,3,89,1.12,1,0,0.306186217847897,"Entire home/apt:Manhattan"
"1117","Manhattan",40.76422,-73.99382,"Private room",75,2,176,2.22,2,23,0.75,"Private room:Manhattan"
"1118","Manhattan",40.76221,-73.97787,"Private room",120,4,31,0.38,1,0,0,"Private room:Manhattan"
"1119","Manhattan",40.72177,-73.9961,"Private room",95,10,13,0.33,1,51,0.353553390593274,"Private room:Manhattan"
"1120","Manhattan",40.74034,-74.00259,"Private room",72,14,11,0.16,3,297,0.612372435695795,"Private room:Manhattan"
"1121","Brooklyn",40.68902,-73.99517,"Private room",69,2,13,0.37,1,0,0.367423461417477,"Private room:Brooklyn"
"1122","Brooklyn",40.67793,-73.96577,"Private room",78,4,190,2.3,2,188,0.306186217847897,"Private room:Brooklyn"
"1123","Brooklyn",40.70995,-73.95536,"Entire home/apt",220,1,404,4.9,2,341,0,"Entire home/apt:Brooklyn"
"1124","Manhattan",40.72756,-74.00239,"Entire home/apt",230,2,27,1.4,1,101,0.408248290463863,"Entire home/apt:Manhattan"
"1125","Brooklyn",40.68906,-73.94103,"Entire home/apt",150,4,79,0.97,1,246,-0.25,"Entire home/apt:Brooklyn"
"1126","Brooklyn",40.6967,-73.97622,"Private room",80,2,14,0.17,2,364,0.408248290463863,"Private room:Brooklyn"
"1127","Brooklyn",40.70751,-73.9467,"Private room",150,3,32,0.42,2,365,0.223606797749979,"Private room:Brooklyn"
"1128","Manhattan",40.79507,-73.97568,"Entire home/apt",900,1,7,0.09,2,365,0.163299316185545,"Entire home/apt:Manhattan"
"1129","Manhattan",40.72225,-73.98496,"Entire home/apt",130,7,11,0.14,1,0,0.353553390593274,"Entire home/apt:Manhattan"
"1130","Brooklyn",40.6582,-73.95275,"Private room",70,5,18,0.22,3,365,0,"Private room:Brooklyn"
"1131","Queens",40.74723,-73.89706,"Entire home/apt",120,3,60,1.59,3,281,0.306186217847897,"Entire home/apt:Queens"
"1132","Staten Island",40.60183,-74.08953,"Private room",75,30,59,0.72,2,354,0.32659863237109,"Private room:Staten Island"
"1133","Brooklyn",40.71796,-73.95439,"Private room",69,3,2,0.03,3,284,0.23094010767585,"Private room:Brooklyn"
"1134","Manhattan",40.72558,-73.97929,"Entire home/apt",399,7,104,1.28,1,42,0,"Entire home/apt:Manhattan"
"1135","Manhattan",40.80748,-73.94869,"Entire home/apt",299,3,6,0.09,1,348,0.626099033699941,"Entire home/apt:Manhattan"
"1136","Manhattan",40.71819,-73.99136,"Entire home/apt",175,5,56,0.79,1,263,0.711512473537885,"Entire home/apt:Manhattan"
"1137","Brooklyn",40.72582,-73.95213,"Entire home/apt",330,3,51,0.62,1,19,0.603738353924943,"Entire home/apt:Brooklyn"
"1138","Manhattan",40.74225,-73.99492,"Entire home/apt",425,5,7,0.09,1,0,0.223606797749979,"Entire home/apt:Manhattan"
"1139","Manhattan",40.73016,-73.98643,"Entire home/apt",240,5,86,1.15,1,344,0.5,"Entire home/apt:Manhattan"
"1140","Staten Island",40.60213,-74.0893,"Private room",75,30,36,0.44,2,362,0.32659863237109,"Private room:Staten Island"
"1141","Brooklyn",40.68341,-73.9606,"Entire home/apt",175,1,363,4.55,2,323,0.204124145231932,"Entire home/apt:Brooklyn"
"1142","Brooklyn",40.71534,-73.94906,"Private room",85,2,146,1.78,1,46,0.353553390593274,"Private room:Brooklyn"
"1143","Queens",40.74746,-73.89712,"Entire home/apt",120,3,51,1.52,3,253,0.306186217847897,"Entire home/apt:Queens"
"1144","Queens",40.74687,-73.89892,"Entire home/apt",120,3,55,0.67,3,289,0.306186217847897,"Entire home/apt:Queens"
"1145","Brooklyn",40.68712,-73.95876,"Private room",75,5,1,0.01,2,0,0,"Private room:Brooklyn"
"1146","Manhattan",40.73795,-74.00593,"Entire home/apt",495,3,29,0.38,1,22,0.25,"Entire home/apt:Manhattan"
"1147","Brooklyn",40.71055,-73.94915,"Private room",65,14,30,0.76,2,38,0,"Private room:Brooklyn"
"1148","Bronx",40.85956,-73.87067,"Private room",39,2,169,2.07,4,306,0.28347335475692,"Private room:Bronx"
"1149","Brooklyn",40.70985,-73.9452,"Private room",146,2,8,0.11,4,88,0.494974746830583,"Private room:Brooklyn"
"1150","Brooklyn",40.67473,-73.96263,"Entire home/apt",120,3,12,0.18,1,15,0.25,"Entire home/apt:Brooklyn"
"1151","Brooklyn",40.67471,-73.95324,"Entire home/apt",100,5,9,0.11,1,0,0.223606797749979,"Entire home/apt:Brooklyn"
"1152","Manhattan",40.80155,-73.96569,"Private room",120,1,5,0.06,2,0,0.408248290463863,"Private room:Manhattan"
"1153","Manhattan",40.82398,-73.954,"Entire home/apt",350,1,1,0.02,1,0,0.530722777603022,"Entire home/apt:Manhattan"
"1154","Brooklyn",40.68724,-73.95837,"Private room",85,5,1,0.16,2,189,0,"Private room:Brooklyn"
"1155","Manhattan",40.79241,-73.97111,"Entire home/apt",195,3,17,0.43,1,26,0.75,"Entire home/apt:Manhattan"
"1156","Manhattan",40.77042,-73.96145,"Entire home/apt",200,2,59,0.73,1,0,0.223606797749979,"Entire home/apt:Manhattan"
"1157","Manhattan",40.71625,-73.9843,"Entire home/apt",169,5,62,0.75,1,249,0.715541752799933,"Entire home/apt:Manhattan"
"1158","Manhattan",40.80351,-73.95648,"Private room",95,10,6,0.07,2,63,0,"Private room:Manhattan"
"1159","Manhattan",40.74056,-73.99262,"Entire home/apt",375,2,33,0.84,1,346,0,"Entire home/apt:Manhattan"
"1160","Brooklyn",40.66983,-73.94322,"Entire home/apt",168,2,158,1.93,2,253,0,"Entire home/apt:Brooklyn"
"1161","Brooklyn",40.67942,-73.96248,"Entire home/apt",50,4,8,0.12,1,220,0.288675134594813,"Entire home/apt:Brooklyn"
"1162","Brooklyn",40.71927,-73.95591,"Private room",129,2,129,1.67,3,36,0,"Private room:Brooklyn"
"1163","Queens",40.76216,-73.92542,"Entire home/apt",245,6,1,0.02,1,164,0,"Entire home/apt:Queens"
"1164","Brooklyn",40.73867,-73.95448,"Entire home/apt",199,3,50,0.67,28,47,0,"Entire home/apt:Brooklyn"
"1165","Brooklyn",40.73844,-73.95456,"Entire home/apt",199,3,116,1.56,28,36,0,"Entire home/apt:Brooklyn"
"1166","Brooklyn",40.69127,-73.99552,"Entire home/apt",160,1,17,0.21,1,0,0.536656314599949,"Entire home/apt:Brooklyn"
"1167","Brooklyn",40.70061,-73.9552,"Private room",65,2,164,2.07,2,0,0,"Private room:Brooklyn"
"1168","Manhattan",40.80517,-73.95404,"Private room",80,1,135,1.67,1,365,0,"Private room:Manhattan"
"1169","Manhattan",40.76761,-73.98619,"Entire home/apt",100,30,3,0.12,52,365,0.25,"Entire home/apt:Manhattan"
"1170","Brooklyn",40.64431,-74.00016,"Private room",70,1,139,1.7,1,364,0.604743156814764,"Private room:Brooklyn"
"1171","Manhattan",40.73616,-74.004,"Entire home/apt",200,2,23,0.32,1,0,0.408248290463863,"Entire home/apt:Manhattan"
"1172","Manhattan",40.76352,-73.96394,"Entire home/apt",200,3,203,2.53,1,260,0,"Entire home/apt:Manhattan"
"1173","Brooklyn",40.71141,-73.95427,"Private room",95,2,164,2.07,2,93,0,"Private room:Brooklyn"
"1174","Manhattan",40.74092,-74.00037,"Entire home/apt",140,1,6,0.07,1,0,1.27455874717488,"Entire home/apt:Manhattan"
"1175","Manhattan",40.81908,-73.94776,"Private room",65,1,327,4.01,1,287,0,"Private room:Manhattan"
"1176","Manhattan",40.75154,-73.97104,"Entire home/apt",106,7,10,10,1,0,0.447213595499958,"Entire home/apt:Manhattan"
"1177","Manhattan",40.78361,-73.97645,"Entire home/apt",155,181,82,1.07,1,188,0.559016994374947,"Entire home/apt:Manhattan"
"1178","Brooklyn",40.72661,-73.94586,"Private room",52,5,35,0.44,3,1,0.335410196624968,"Private room:Brooklyn"
"1179","Brooklyn",40.71714,-73.95447,"Shared room",195,2,80,0.98,1,364,0,"Shared room:Brooklyn"
"1180","Staten Island",40.59193,-74.06476,"Entire home/apt",625,4,1,0.02,4,335,0.125,"Entire home/apt:Staten Island"
