"","neighbourhood_group","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365","sentiment_score","new_factor"
"225","Manhattan",40.71943,-73.99627,"Entire home/apt",575,2,191,1.88,1,298,0.449073119510249,"Entire home/apt:Manhattan"
"226","Manhattan",40.78,-73.98249,"Entire home/apt",150,30,48,0.55,1,35,0.491934955049954,"Entire home/apt:Manhattan"
"227","Brooklyn",40.70514,-73.91922,"Private room",70,5,47,0.49,1,203,0,"Private room:Brooklyn"
"228","Manhattan",40.86713,-73.92811,"Private room",90,2,120,1.27,1,132,0,"Private room:Manhattan"
"229","Manhattan",40.73198,-73.98881,"Private room",65,3,52,0.63,1,5,0.244948974278318,"Private room:Manhattan"
"230","Manhattan",40.72542,-73.97986,"Entire home/apt",500,2,48,0.48,4,297,0.318198051533946,"Entire home/apt:Manhattan"
"231","Manhattan",40.71659,-73.98945,"Entire home/apt",125,25,43,0.42,1,102,0.661437827766148,"Entire home/apt:Manhattan"
"232","Manhattan",40.72966,-74.00243,"Entire home/apt",200,30,39,0.44,1,251,0.585844933164302,"Entire home/apt:Manhattan"
"233","Brooklyn",40.72898,-73.95552,"Entire home/apt",229,1,50,0.5,1,188,0.125,"Entire home/apt:Brooklyn"
"234","Bronx",40.87207,-73.90193,"Entire home/apt",90,30,4,0.35,2,346,0,"Entire home/apt:Bronx"
"235","Brooklyn",40.72646,-73.95341,"Private room",59,3,29,0.36,1,15,0.447213595499958,"Private room:Brooklyn"
"236","Brooklyn",40.71015,-73.96101,"Entire home/apt",195,4,59,0.6,1,71,0.510310363079829,"Entire home/apt:Brooklyn"
"237","Brooklyn",40.71903,-73.9597,"Entire home/apt",169,1,68,0.67,2,215,0.268328157299975,"Entire home/apt:Brooklyn"
"238","Manhattan",40.80892,-73.93985,"Entire home/apt",113,14,26,0.27,3,253,0,"Entire home/apt:Manhattan"
"239","Manhattan",40.80276,-73.9567,"Entire home/apt",250,14,31,0.31,1,78,0.494974746830583,"Entire home/apt:Manhattan"
"240","Queens",40.77635,-73.93426,"Entire home/apt",115,2,198,2.01,1,257,0.204124145231932,"Entire home/apt:Queens"
"241","Brooklyn",40.72488,-73.95018,"Private room",55,2,1,0.01,1,0,0.653197264742181,"Private room:Brooklyn"
"242","Brooklyn",40.71398,-73.95763,"Private room",69,2,220,2.17,2,8,0.0353553390593274,"Private room:Brooklyn"
"243","Brooklyn",40.66552,-73.99019,"Entire home/apt",169,2,398,3.97,3,182,0.265165042944955,"Entire home/apt:Brooklyn"
"244","Brooklyn",40.73749,-73.95292,"Private room",179,3,36,0.36,28,79,0.433012701892219,"Private room:Brooklyn"
"245","Manhattan",40.76248,-73.9913,"Private room",150,3,36,0.36,1,49,-0.178885438199983,"Private room:Manhattan"
"246","Brooklyn",40.68674,-73.98876,"Entire home/apt",135,4,6,0.1,1,0,0.163299316185545,"Entire home/apt:Brooklyn"
"247","Brooklyn",40.6848,-73.96219,"Entire home/apt",350,6,14,0.3,1,156,0.510252038562457,"Entire home/apt:Brooklyn"
"248","Manhattan",40.72329,-73.98486,"Private room",71,2,182,1.81,1,200,0.377964473009227,"Private room:Manhattan"
"249","Brooklyn",40.73776,-73.95327,"Private room",349,3,8,0.09,28,60,0,"Private room:Brooklyn"
"250","Brooklyn",40.73738,-73.95482,"Private room",349,3,7,0.07,28,60,0,"Private room:Brooklyn"
"251","Brooklyn",40.73842,-73.95312,"Private room",249,3,2,0.02,28,60,0,"Private room:Brooklyn"
"252","Brooklyn",40.6926,-73.99832,"Private room",100,3,66,0.68,2,0,0,"Private room:Brooklyn"
"253","Brooklyn",40.69441,-73.99771,"Entire home/apt",200,3,80,0.85,2,106,0,"Entire home/apt:Brooklyn"
"254","Brooklyn",40.6824,-73.94615,"Entire home/apt",185,3,46,1.07,1,248,0.433012701892219,"Entire home/apt:Brooklyn"
"255","Brooklyn",40.68819,-73.97258,"Entire home/apt",130,35,5,0.05,1,135,0.77567175188134,"Entire home/apt:Brooklyn"
"256","Manhattan",40.72451,-73.98094,"Entire home/apt",225,2,33,0.33,1,0,0.223606797749979,"Entire home/apt:Manhattan"
"257","Brooklyn",40.73813,-73.95394,"Private room",179,3,13,0.14,28,81,0.433012701892219,"Private room:Brooklyn"
"258","Manhattan",40.72843,-73.98895,"Entire home/apt",139,1,388,3.88,1,142,0,"Entire home/apt:Manhattan"
"259","Manhattan",40.71271,-73.99776,"Private room",95,3,223,2.22,2,60,1.8,"Private room:Manhattan"
"260","Brooklyn",40.66966,-73.94735,"Entire home/apt",79,15,11,0.11,5,179,0.176776695296637,"Entire home/apt:Brooklyn"
"261","Brooklyn",40.68048,-73.94911,"Entire home/apt",90,3,218,2.26,4,324,0.721687836487032,"Entire home/apt:Brooklyn"
"262","Queens",40.75961,-73.91117,"Private room",80,1,42,1.21,2,365,0.919238815542512,"Private room:Queens"
"263","Brooklyn",40.69305,-73.93185,"Entire home/apt",175,2,370,3.74,1,204,0,"Entire home/apt:Brooklyn"
"264","Brooklyn",40.71055,-73.95098,"Entire home/apt",140,7,13,0.13,1,0,0.306186217847897,"Entire home/apt:Brooklyn"
"265","Brooklyn",40.69465,-73.95458,"Entire home/apt",200,5,4,0.07,1,9,0.223606797749979,"Entire home/apt:Brooklyn"
"266","Brooklyn",40.68413,-73.96542,"Private room",165,4,11,0.11,3,365,0,"Private room:Brooklyn"
"267","Manhattan",40.73877,-73.97707,"Entire home/apt",125,4,1,0.01,3,181,0.28347335475692,"Entire home/apt:Manhattan"
"268","Manhattan",40.74893,-73.99544,"Entire home/apt",130,30,19,0.19,1,189,0,"Entire home/apt:Manhattan"
"269","Manhattan",40.79406,-73.94102,"Shared room",65,7,131,1.31,2,0,0.612372435695795,"Shared room:Manhattan"
"270","Brooklyn",40.68795,-73.97332,"Entire home/apt",123,30,15,0.15,1,189,0.453557367611073,"Entire home/apt:Brooklyn"
"271","Queens",40.72413,-73.76133,"Private room",50,1,43,0.45,1,88,0,"Private room:Queens"
"272","Brooklyn",40.71125,-73.95613,"Private room",100,3,31,0.31,1,0,0.85,"Private room:Brooklyn"
"273","Brooklyn",40.73861,-73.95485,"Private room",599,3,9,0.09,28,60,0,"Private room:Brooklyn"
"274","Manhattan",40.72577,-73.98745,"Entire home/apt",249,5,166,1.68,2,365,0.447213595499958,"Entire home/apt:Manhattan"
"275","Queens",40.58615,-73.81245,"Private room",70,27,13,0.13,1,335,0,"Private room:Queens"
"276","Manhattan",40.82773,-73.95231,"Private room",60,3,380,3.83,2,247,0.377964473009227,"Private room:Manhattan"
"277","Brooklyn",40.68505,-73.95684,"Entire home/apt",135,2,86,0.87,1,102,0.0894427190999916,"Entire home/apt:Brooklyn"
"278","Brooklyn",40.72911,-73.95493,"Entire home/apt",175,3,248,2.53,3,274,0.575,"Entire home/apt:Brooklyn"
"279","Manhattan",40.74503,-73.98876,"Entire home/apt",169,18,54,0.57,1,98,0,"Entire home/apt:Manhattan"
"280","Brooklyn",40.67539,-73.96093,"Entire home/apt",165,7,3,0.03,1,157,0.857321409974112,"Entire home/apt:Brooklyn"
"281","Manhattan",40.8054,-73.95189,"Private room",90,1,1,0.02,1,0,0.408248290463863,"Private room:Manhattan"
"282","Manhattan",40.78491,-73.9508,"Entire home/apt",225,2,56,0.57,1,312,0.335410196624968,"Entire home/apt:Manhattan"
"283","Brooklyn",40.69088,-73.97307,"Private room",95,2,163,1.66,2,331,0.367423461417477,"Private room:Brooklyn"
"284","Brooklyn",40.67555,-73.95057,"Private room",55,2,247,2.51,2,275,0.491934955049954,"Private room:Brooklyn"
"285","Manhattan",40.75835,-73.99193,"Private room",85,10,116,1.17,1,174,0.447213595499958,"Private room:Manhattan"
"286","Brooklyn",40.66527,-73.9886,"Entire home/apt",199,14,27,0.28,2,223,0,"Entire home/apt:Brooklyn"
"287","Manhattan",40.75579,-73.96699,"Entire home/apt",145,6,39,0.4,1,0,0.375,"Entire home/apt:Manhattan"
"288","Manhattan",40.81822,-73.94095,"Entire home/apt",99,1,320,3.23,1,220,0.775,"Entire home/apt:Manhattan"
"289","Queens",40.76434,-73.92132,"Entire home/apt",110,4,30,0.32,1,363,0.25,"Entire home/apt:Queens"
"290","Brooklyn",40.67705,-73.94925,"Entire home/apt",80,3,225,2.27,4,315,0,"Entire home/apt:Brooklyn"
"291","Brooklyn",40.69263,-73.99438,"Entire home/apt",150,30,95,0.96,1,281,0.626099033699941,"Entire home/apt:Brooklyn"
"292","Brooklyn",40.68448,-73.92747,"Entire home/apt",110,4,70,0.75,1,283,0,"Entire home/apt:Brooklyn"
"293","Manhattan",40.74412,-74.00208,"Private room",290,2,35,0.36,1,20,0,"Private room:Manhattan"
"294","Brooklyn",40.70665,-73.94061,"Entire home/apt",190,4,50,0.51,1,331,0.32659863237109,"Entire home/apt:Brooklyn"
"295","Brooklyn",40.72063,-73.95952,"Entire home/apt",200,2,29,0.31,1,36,0.25,"Entire home/apt:Brooklyn"
"296","Brooklyn",40.67644,-73.98082,"Entire home/apt",165,2,23,0.23,2,7,0.447213595499958,"Entire home/apt:Brooklyn"
"297","Manhattan",40.80481,-73.94794,"Entire home/apt",110,2,142,1.44,2,301,0,"Entire home/apt:Manhattan"
"298","Manhattan",40.72533,-73.99143,"Entire home/apt",395,2,70,0.73,1,170,0.166666666666667,"Entire home/apt:Manhattan"
"299","Brooklyn",40.68569,-73.93038,"Private room",99,2,38,0.54,2,307,0.581377674149945,"Private room:Brooklyn"
"300","Manhattan",40.72939,-73.98857,"Entire home/apt",189,2,403,4.1,3,201,0,"Entire home/apt:Manhattan"
"301","Brooklyn",40.66862,-73.9926,"Entire home/apt",260,30,3,0.03,1,316,0.204124145231932,"Entire home/apt:Brooklyn"
"302","Manhattan",40.81333,-73.94453,"Entire home/apt",122,1,116,1.18,5,271,0.223606797749979,"Entire home/apt:Manhattan"
"303","Brooklyn",40.72473,-73.95199,"Entire home/apt",165,2,175,1.79,1,139,0.566946709513841,"Entire home/apt:Brooklyn"
"304","Brooklyn",40.71109,-73.94332,"Entire home/apt",125,2,15,0.15,1,0,0.575,"Entire home/apt:Brooklyn"
"305","Brooklyn",40.71823,-73.95849,"Entire home/apt",225,10,22,0.38,1,52,0.0577350269189626,"Entire home/apt:Brooklyn"
"306","Brooklyn",40.651,-73.94886,"Private room",50,2,263,2.69,2,136,0.223606797749979,"Private room:Brooklyn"
"307","Brooklyn",40.68626,-73.97598,"Entire home/apt",170,3,86,0.91,2,286,0.268328157299975,"Entire home/apt:Brooklyn"
"308","Brooklyn",40.67632,-73.97616,"Entire home/apt",250,7,18,0.21,1,18,0.265165042944955,"Entire home/apt:Brooklyn"
"309","Brooklyn",40.72212,-73.94254,"Entire home/apt",141,5,8,0.21,1,9,0.491934955049954,"Entire home/apt:Brooklyn"
"310","Brooklyn",40.67456,-73.95151,"Entire home/apt",64,20,70,0.73,1,3,0.223606797749979,"Entire home/apt:Brooklyn"
"311","Brooklyn",40.71363,-73.96019,"Entire home/apt",249,3,150,1.55,1,277,0.734846922834954,"Entire home/apt:Brooklyn"
"312","Brooklyn",40.6755,-73.95878,"Private room",79,2,115,1.18,1,0,0.32659863237109,"Private room:Brooklyn"
"313","Manhattan",40.72274,-73.97581,"Entire home/apt",185,2,69,0.71,1,233,0.0447213595499958,"Entire home/apt:Manhattan"
"314","Brooklyn",40.67535,-73.97654,"Entire home/apt",495,1,35,0.41,1,355,0,"Entire home/apt:Brooklyn"
"315","Manhattan",40.72094,-73.99706,"Entire home/apt",175,3,68,0.69,1,277,0.577350269189626,"Entire home/apt:Manhattan"
"316","Manhattan",40.72485,-73.97813,"Entire home/apt",150,4,22,0.23,1,0,0.380131556174964,"Entire home/apt:Manhattan"
"317","Manhattan",40.80473,-73.9532,"Entire home/apt",259,8,17,0.17,1,343,0.375,"Entire home/apt:Manhattan"
"318","Manhattan",40.72217,-73.98419,"Private room",96,1,34,0.58,1,0,0,"Private room:Manhattan"
"319","Brooklyn",40.71943,-73.9565,"Entire home/apt",145,7,8,0.08,1,0,0.0447213595499958,"Entire home/apt:Brooklyn"
"320","Manhattan",40.79264,-73.97294,"Entire home/apt",95,5,2,0.08,1,0,0.715541752799933,"Entire home/apt:Manhattan"
"321","Brooklyn",40.65749,-73.97675,"Entire home/apt",250,4,52,0.72,1,188,0.0944911182523068,"Entire home/apt:Brooklyn"
"322","Manhattan",40.80474,-73.94688,"Entire home/apt",295,2,74,0.76,2,264,0.603738353924943,"Entire home/apt:Manhattan"
"323","Manhattan",40.72831,-74.00177,"Entire home/apt",175,3,18,0.19,1,0,0.268328157299975,"Entire home/apt:Manhattan"
"324","Brooklyn",40.71541,-73.94144,"Entire home/apt",451,2,72,0.86,1,331,0.346410161513775,"Entire home/apt:Brooklyn"
"325","Manhattan",40.79765,-73.96245,"Entire home/apt",165,2,191,2.18,1,236,0.158113883008419,"Entire home/apt:Manhattan"
"326","Manhattan",40.72008,-73.98404,"Entire home/apt",250,4,19,0.2,1,0,0.223606797749979,"Entire home/apt:Manhattan"
"327","Queens",40.75725,-73.91098,"Entire home/apt",129,1,414,4.34,1,245,0,"Entire home/apt:Queens"
"328","Brooklyn",40.7102,-73.94495,"Private room",98,2,8,0.09,4,0,1.23199819956686,"Private room:Brooklyn"
"329","Manhattan",40.72674,-73.9782,"Private room",95,7,25,0.3,1,359,0.447213595499958,"Private room:Manhattan"
"330","Manhattan",40.80497,-73.95016,"Entire home/apt",300,2,203,2.14,3,258,0.447213595499958,"Entire home/apt:Manhattan"
"331","Queens",40.7385,-73.91806,"Private room",42,40,53,0.55,3,236,0.0938971068066885,"Private room:Queens"
"332","Brooklyn",40.72937,-73.95671,"Entire home/apt",125,2,104,1.09,1,22,0.288675134594813,"Entire home/apt:Brooklyn"
"333","Manhattan",40.72587,-73.98438,"Private room",175,3,175,1.8,1,236,0,"Private room:Manhattan"
"334","Manhattan",40.82426,-73.9463,"Private room",75,3,38,0.42,3,365,0.447213595499958,"Private room:Manhattan"
"335","Brooklyn",40.68101,-73.94081,"Entire home/apt",72,31,88,0.91,1,164,0,"Entire home/apt:Brooklyn"
"336","Brooklyn",40.68669,-73.91989,"Private room",165,1,27,0.28,4,311,0,"Private room:Brooklyn"
"337","Brooklyn",40.71534,-73.95914,"Entire home/apt",165,5,117,1.28,1,23,0.204124145231932,"Entire home/apt:Brooklyn"
"338","Brooklyn",40.68288,-73.96024,"Private room",75,3,43,0.44,2,365,0.559016994374947,"Private room:Brooklyn"
"339","Brooklyn",40.70867,-73.94284,"Entire home/apt",139,2,385,4,1,222,0.491934955049954,"Entire home/apt:Brooklyn"
"340","Brooklyn",40.6798,-73.93908,"Private room",80,1,39,0.41,3,218,0,"Private room:Brooklyn"
"341","Manhattan",40.74346,-73.99882,"Private room",150,2,37,1.79,1,0,0.223606797749979,"Private room:Manhattan"
"342","Manhattan",40.72972,-73.97995,"Entire home/apt",200,2,103,1.08,1,235,0,"Entire home/apt:Manhattan"
"343","Queens",40.74102,-73.91681,"Private room",42,40,41,0.43,3,246,0.244948974278318,"Private room:Queens"
"344","Brooklyn",40.71323,-73.95745,"Entire home/apt",450,5,37,0.79,1,15,0.0447213595499958,"Entire home/apt:Brooklyn"
"345","Manhattan",40.72636,-73.98917,"Entire home/apt",99,2,280,2.92,3,257,0.178885438199983,"Entire home/apt:Manhattan"
"346","Manhattan",40.72351,-73.99683,"Private room",140,2,54,0.56,1,221,0.850420064270761,"Private room:Manhattan"
"347","Brooklyn",40.6809,-73.99233,"Entire home/apt",500,7,7,0.07,1,0,0.447213595499958,"Entire home/apt:Brooklyn"
"348","Queens",40.74,-73.91901,"Private room",33,44,31,0.32,3,161,0,"Private room:Queens"
"349","Manhattan",40.80006,-73.96049,"Entire home/apt",250,31,188,1.94,1,259,0.353553390593274,"Entire home/apt:Manhattan"
"350","Manhattan",40.84468,-73.94303,"Private room",75,2,34,0.35,1,222,0.306186217847897,"Private room:Manhattan"
"351","Brooklyn",40.68252,-73.99619,"Entire home/apt",350,5,6,0.06,1,0,0.375,"Entire home/apt:Brooklyn"
"352","Manhattan",40.74342,-73.99483,"Entire home/apt",205,9,3,0.04,2,76,0.449073119510249,"Entire home/apt:Manhattan"
"353","Brooklyn",40.67853,-73.98089,"Entire home/apt",219,5,2,0.03,1,0,0.635085296108588,"Entire home/apt:Brooklyn"
"354","Brooklyn",40.6788,-73.97643,"Private room",60,1,20,0.21,6,258,0,"Private room:Brooklyn"
"355","Manhattan",40.77886,-73.98042,"Entire home/apt",185,2,129,1.33,1,14,0.447213595499958,"Entire home/apt:Manhattan"
"356","Manhattan",40.72578,-73.97879,"Entire home/apt",190,3,147,1.6,1,27,0.447213595499958,"Entire home/apt:Manhattan"
"357","Manhattan",40.80113,-73.94503,"Entire home/apt",250,2,11,0.12,2,68,0.25,"Entire home/apt:Manhattan"
"358","Manhattan",40.82411,-73.94934,"Private room",65,2,41,0.43,2,59,0.449073119510249,"Private room:Manhattan"
"359","Brooklyn",40.68131,-73.95332,"Entire home/apt",75,2,87,1.09,1,0,0.268328157299975,"Entire home/apt:Brooklyn"
"360","Bronx",40.85811,-73.90675,"Private room",37,4,117,1.21,1,232,1.27279220613579,"Private room:Bronx"
"361","Brooklyn",40.70667,-73.96524,"Entire home/apt",85,2,86,0.89,2,15,0.335410196624968,"Entire home/apt:Brooklyn"
"362","Manhattan",40.7932,-73.94007,"Entire home/apt",79,2,15,0.16,1,0,0.433012701892219,"Entire home/apt:Manhattan"
"363","Manhattan",40.71473,-73.98842,"Private room",115,3,3,0.04,2,337,0.604743156814764,"Private room:Manhattan"
"364","Manhattan",40.80518,-73.95359,"Private room",89,5,43,0.47,2,247,0.102062072615966,"Private room:Manhattan"
"365","Manhattan",40.80827,-73.95329,"Shared room",49,3,168,4.6,1,248,0.223606797749979,"Shared room:Manhattan"
"366","Manhattan",40.73476,-73.98452,"Entire home/apt",400,2,105,1.13,1,304,0.447213595499958,"Entire home/apt:Manhattan"
"367","Manhattan",40.7735,-73.98697,"Entire home/apt",2000,30,30,0.33,11,0,0.367423461417477,"Entire home/apt:Manhattan"
"368","Manhattan",40.72974,-73.98201,"Private room",100,4,49,0.51,2,43,0,"Private room:Manhattan"
"369","Brooklyn",40.70925,-73.95425,"Entire home/apt",179,4,23,0.24,1,25,0,"Entire home/apt:Brooklyn"
"370","Brooklyn",40.72315,-73.95226,"Entire home/apt",500,2,20,0.21,2,127,0.888216511571684,"Entire home/apt:Brooklyn"
"371","Manhattan",40.74112,-73.97686,"Entire home/apt",189,6,90,0.95,1,303,0.223606797749979,"Entire home/apt:Manhattan"
"372","Manhattan",40.72019,-73.98217,"Private room",120,2,99,1.04,1,345,0,"Private room:Manhattan"
"373","Manhattan",40.72133,-73.99666,"Entire home/apt",300,1,6,0.06,3,115,0,"Entire home/apt:Manhattan"
"374","Queens",40.75744,-73.92163,"Entire home/apt",107,30,21,0.22,8,200,0.536656314599949,"Entire home/apt:Queens"
"375","Manhattan",40.79056,-73.9468,"Entire home/apt",120,2,86,0.91,1,268,0.408248290463863,"Entire home/apt:Manhattan"
"376","Manhattan",40.73631,-73.99977,"Entire home/apt",199,15,66,0.69,2,89,1.00160585347445,"Entire home/apt:Manhattan"
"377","Bronx",40.86466,-73.85709,"Entire home/apt",125,2,271,2.84,2,347,0.357770876399966,"Entire home/apt:Bronx"
"378","Brooklyn",40.71312,-73.96199,"Private room",70,2,227,2.4,1,37,0,"Private room:Brooklyn"
"379","Brooklyn",40.71297,-73.94336,"Private room",75,4,80,1.55,1,0,0.661437827766148,"Private room:Brooklyn"
"380","Manhattan",40.73712,-74.00166,"Private room",100,30,5,0.07,1,359,0.510252038562457,"Private room:Manhattan"
"381","Brooklyn",40.69242,-73.95097,"Entire home/apt",99,2,187,1.97,2,287,0.2,"Entire home/apt:Brooklyn"
"382","Manhattan",40.73862,-73.99758,"Entire home/apt",250,1,2,0.02,1,0,0.335410196624968,"Entire home/apt:Manhattan"
"383","Brooklyn",40.7158,-73.95803,"Entire home/apt",350,6,1,0.02,1,233,0.223606797749979,"Entire home/apt:Brooklyn"
"384","Manhattan",40.73217,-73.98801,"Entire home/apt",165,1,63,0.68,1,0,0.433012701892219,"Entire home/apt:Manhattan"
"385","Manhattan",40.76311,-73.99388,"Private room",99,1,89,1,1,353,-0.0670820393249937,"Private room:Manhattan"
"386","Manhattan",40.74695,-74.00454,"Private room",255,4,1,0.02,1,365,1.52735064736294,"Private room:Manhattan"
"387","Brooklyn",40.67497,-73.87305,"Entire home/apt",169,3,177,1.86,1,297,0.32659863237109,"Entire home/apt:Brooklyn"
"388","Brooklyn",40.66788,-73.94813,"Entire home/apt",99,4,90,0.94,1,56,0.75,"Entire home/apt:Brooklyn"
"389","Brooklyn",40.68967,-73.95445,"Entire home/apt",160,3,42,0.44,1,355,0,"Entire home/apt:Brooklyn"
"390","Brooklyn",40.67946,-73.96501,"Entire home/apt",215,3,33,0.35,1,156,0.375,"Entire home/apt:Brooklyn"
"391","Brooklyn",40.66944,-73.98083,"Entire home/apt",130,3,179,2.02,1,273,1.03033008588991,"Entire home/apt:Brooklyn"
"392","Manhattan",40.72566,-73.97748,"Private room",110,3,81,0.85,2,274,0.268328157299975,"Private room:Manhattan"
"393","Manhattan",40.7709,-73.99181,"Private room",150,28,43,0.45,2,258,0.340168025708305,"Private room:Manhattan"
"394","Brooklyn",40.71943,-73.95958,"Private room",65,30,52,0.54,1,276,0.188982236504614,"Private room:Brooklyn"
"395","Manhattan",40.83403,-73.94553,"Private room",50,1,225,2.35,1,343,0.721687836487032,"Private room:Manhattan"
"396","Brooklyn",40.65513,-73.95641,"Private room",43,1,401,6.62,2,43,0.680336051416609,"Private room:Brooklyn"
"397","Brooklyn",40.65589,-73.95539,"Private room",42,1,72,0.84,2,96,0.512652416360247,"Private room:Brooklyn"
"398","Brooklyn",40.68897,-73.93569,"Entire home/apt",139,3,83,1.19,1,255,0,"Entire home/apt:Brooklyn"
"399","Manhattan",40.76415,-73.99067,"Entire home/apt",149,1,122,1.29,1,20,0.102062072615966,"Entire home/apt:Manhattan"
"400","Manhattan",40.83127,-73.94718,"Private room",68,2,295,3.9,2,188,0,"Private room:Manhattan"
"401","Brooklyn",40.68497,-73.95592,"Entire home/apt",99,3,207,2.18,1,304,0.816496580927726,"Entire home/apt:Brooklyn"
"402","Manhattan",40.82922,-73.94174,"Private room",75,3,50,0.65,2,38,0.268328157299975,"Private room:Manhattan"
